pi_per_n1;pi_per_n2;di_region;di_ejecutivo;di_codigo;di_nombre;producto_elemento;zi_tipo;zi_clase;zi_encargado_cod;zi_encargado_nom;zi_encargado_tipo;zi_encargado_clase;zi_encargado_alt_cod;zi_encargado_alt_nom;zi_codigo;zi_nombre;venta_meta;impactos_meta;volumen_meta
2025;3;PACIFICO;Ejecutivo PACIFICO;D052;Distribuidora D052;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D052-29681022;VENDEDOR D052-29681022;9229952;25;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-31;VENDEDOR D050-31;2873653;77;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D056-1;VENDEDOR D056-1;422226;1;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D009;Distribuidora D009;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D009-250;VENDEDOR D009-250;4600575;28;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D001;Distribuidora D001;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D001-24;VENDEDOR D001-24;11710810;4;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-12198445;VENDEDOR D060-12198445;561173;6;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-18;VENDEDOR D058-18;4922954;104;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-julmor;VENDEDOR D003-julmor;1657638;59;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4011;VENDEDOR D061-4011;699570;25;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D022-85150810;VENDEDOR D022-85150810;1115290;10;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D050-95;VENDEDOR D050-95;5636677;4;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-E80;VENDEDOR D038-E80;1061813;32;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-silrin;VENDEDOR D003-silrin;84130;4;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-RV08;VENDEDOR D046-RV08;413244;5;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-23;VENDEDOR D058-23;4734718;129;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D067-1764;VENDEDOR D067-1764;2140075;59;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D061-1043;VENDEDOR D061-1043;374532;6;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-1117487201;VENDEDOR D060-1117487201;6036811;31;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0085;VENDEDOR D004-0085;51050003;37;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3649;VENDEDOR D044-3649;1416484;7;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D007;Distribuidora D007;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D007-0057;VENDEDOR D007-0057;1192729;53;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-ferpen;VENDEDOR D003-ferpen;877420;39;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-E72;VENDEDOR D038-E72;1466496;47;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D049-28;VENDEDOR D049-28;1010417;42;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D051;Distribuidora D051;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D051-9866628;VENDEDOR D051-9866628;29411525;47;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D052;Distribuidora D052;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D052-31713960;VENDEDOR D052-31713960;2460111;14;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-juacri;VENDEDOR D003-juacri;1377567;49;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D069;Distribuidora D069;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D069-0004;VENDEDOR D069-0004;4199901;34;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D056-1055;VENDEDOR D056-1055;1706206;72;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D065-3308;VENDEDOR D065-3308;502548;15;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D030-1140839739;VENDEDOR D030-1140839739;2141807;61;0
2025;3;CENTRO;Ejecutivo CENTRO;D057;Distribuidora D057;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D057-204;VENDEDOR D057-204;1057652;40;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D061-1022;VENDEDOR D061-1022;1269890;4;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-yarsti;VENDEDOR D003-yarsti;421985;23;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D030-22444294;VENDEDOR D030-22444294;20757991;15;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-924;VENDEDOR D067-924;1511616;44;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-216;VENDEDOR D063-216;251411;9;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-261;VENDEDOR D058-261;709020;28;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D001;Distribuidora D001;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D001-03;VENDEDOR D001-03;16472051;26;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D026-6800107004;VENDEDOR D026-6800107004;386421;16;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-289;VENDEDOR D046-289;14859201;29;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0094;VENDEDOR D004-0094;13249354;77;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-34;VENDEDOR D050-34;2240569;68;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D039;Distribuidora D039;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D039-5012;VENDEDOR D039-5012;1599482;54;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D008-EV101;VENDEDOR D008-EV101;1186698;34;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4109;VENDEDOR D061-4109;304757;14;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-33;VENDEDOR D050-33;2230510;68;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D010-1094889127;VENDEDOR D010-1094889127;4655522;157;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-CDRU1;VENDEDOR D048-CDRU1;90743;7;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D004-0002;VENDEDOR D004-0002;8810107;117;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-40;VENDEDOR D050-40;2784371;98;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D062-235;VENDEDOR D062-235;49055;3;0
2025;3;LLANOS;Ejecutivo LLANOS;D054;Distribuidora D054;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D054-1202;VENDEDOR D054-1202;742139;10;0
2025;3;CENTRO;Ejecutivo CENTRO;D059;Distribuidora D059;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D059-65753460;VENDEDOR D059-65753460;988490;18;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0067;VENDEDOR D004-0067;19489100;59;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D026-6800105022;VENDEDOR D026-6800105022;1793592;82;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-1075252099;VENDEDOR D060-1075252099;187627;4;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D052;Distribuidora D052;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D052-31658276;VENDEDOR D052-31658276;6617012;17;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D071;Distribuidora D071;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D071-1114727146;VENDEDOR D071-1114727146;476209;2;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D003-Clafor;VENDEDOR D003-Clafor;535038;28;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-1010;VENDEDOR D038-1010;925420;39;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-PP103;VENDEDOR D048-PP103;6468934;181;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D061-1031;VENDEDOR D061-1031;718886;8;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D026-6800101006;VENDEDOR D026-6800101006;203812;7;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D009;Distribuidora D009;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D009-14;VENDEDOR D009-14;5223284;99;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D049-57;VENDEDOR D049-57;4149299;66;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-98146681;VENDEDOR D060-98146681;1049335;15;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-21;VENDEDOR D067-21;2341706;52;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D030-72023222;VENDEDOR D030-72023222;2829873;85;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-766;VENDEDOR D046-766;3286076;8;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D004-0060;VENDEDOR D004-0060;8886599;100;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D047;Distribuidora D047;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D047-031;VENDEDOR D047-031;4582693;42;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D030-55308067;VENDEDOR D030-55308067;3968537;101;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D052;Distribuidora D052;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D052-1143839989;VENDEDOR D052-1143839989;48409655;39;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D007;Distribuidora D007;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D007-0055;VENDEDOR D007-0055;2529532;86;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D046-RT22;VENDEDOR D046-RT22;17876;1;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D067-1768;VENDEDOR D067-1768;736340;11;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D001;Distribuidora D001;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D001-08;VENDEDOR D001-08;18502896;11;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-1021;VENDEDOR D038-1021;829288;33;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-1124855849;VENDEDOR D060-1124855849;306553;8;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4201;VENDEDOR D061-4201;107298;12;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-harare;VENDEDOR D003-harare;571754;25;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-2211;VENDEDOR D063-2211;1259248;42;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D041;Distribuidora D041;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D041-4092;VENDEDOR D041-4092;2155233;56;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D071;Distribuidora D071;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D071-29122463;VENDEDOR D071-29122463;2686197;5;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D055;Distribuidora D055;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D055-1265;VENDEDOR D055-1265;780638;44;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D061-1035;VENDEDOR D061-1035;6586267;7;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D037;Distribuidora D037;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D037-90134;VENDEDOR D037-90134;5797995;130;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-903;VENDEDOR D046-903;251240;9;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D001;Distribuidora D001;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D001-80;VENDEDOR D001-80;3862099;103;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4022;VENDEDOR D061-4022;373208;20;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D026-6800105021;VENDEDOR D026-6800105021;845239;46;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D023;Distribuidora D023;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D023-4400105021;VENDEDOR D023-4400105021;431442;13;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1704;VENDEDOR D063-1704;1006100;38;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-133;VENDEDOR D063-133;122564;1;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-1011;VENDEDOR D038-1011;1502297;62;0
2025;3;LLANOS;Ejecutivo LLANOS;D064;Distribuidora D064;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D064-2207;VENDEDOR D064-2207;861608;15;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-karcha;VENDEDOR D003-karcha;789986;40;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D071;Distribuidora D071;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D071-94481217;VENDEDOR D071-94481217;26983;1;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D023;Distribuidora D023;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D023-4400105019;VENDEDOR D023-4400105019;3273842;76;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D010-1094888679;VENDEDOR D010-1094888679;2695098;104;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D023;Distribuidora D023;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D023-4400105022;VENDEDOR D023-4400105022;3470409;53;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D046-422;VENDEDOR D046-422;218696;6;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-jeileo;VENDEDOR D003-jeileo;904945;39;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1701;VENDEDOR D063-1701;313178;14;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D026-6800105023;VENDEDOR D026-6800105023;1845461;79;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-PP110;VENDEDOR D048-PP110;4073761;148;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-PP108;VENDEDOR D048-PP108;4744740;129;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-999999999;VENDEDOR D060-999999999;286754;10;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-E74;VENDEDOR D038-E74;964513;44;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-EL24;VENDEDOR D038-EL24;2606380;72;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-johtor;VENDEDOR D003-johtor;1036149;40;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0093;VENDEDOR D004-0093;2900018;65;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D022-26668453;VENDEDOR D022-26668453;4581557;108;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D046-RT05;VENDEDOR D046-RT05;3668;1;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-1028;VENDEDOR D038-1028;740368;24;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-842;VENDEDOR D063-842;444328;17;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-jenng;VENDEDOR D003-jenng;1230305;41;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3623;VENDEDOR D044-3623;369231;4;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D049-27;VENDEDOR D049-27;2920205;63;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D046-421;VENDEDOR D046-421;188101;3;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D061-1040;VENDEDOR D061-1040;1455514;13;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-1083903756;VENDEDOR D060-1083903756;1378703;9;0
2025;3;LLANOS;Ejecutivo LLANOS;D066;Distribuidora D066;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D066-1105;VENDEDOR D066-1105;3379526;4;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1706;VENDEDOR D063-1706;132827;6;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-58;VENDEDOR D067-58;2206877;66;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D065-3106;VENDEDOR D065-3106;6300659;12;0
